ParcelNumber,CurrentAssessedValue,OBJECTID,st_number,st_name,st_unit,LEGALDESCR,LOTSQFT
040037000,271400,41328906,608,11TH ST NW,,LOT 19 1/2 JOHN WEST LOTS,5445
040108100,360300,41328907,509,13TH ST NW,,LOT 12 BK 10 PRESTON HEIGHTS,6359.76
040114000,497200,41328908,504,14TH ST NW,,LOT 4 BK 10 PRESTON HEIGHTS,6141.96
040026000,50200,41328909,0,11TH ST NW,,LOT 5 BK 36 PRESTON HEIGHTS,2526.48
040027000,194800,41328910,605,11TH ST NW,,LOT 6 BK 36 PRESTON HEIGHTS,2439.36
040101000,337000,41328911,510,13TH ST NW,,LOTS 15&16 BK 9 PRESTON HGTS,6490.44
040099100,50200,41328912,0,GRADY AVE,,PT LOT 1 BK 9 PRESTON HEIGHTS,1611.72
040107100,363800,41328913,507,13TH ST NW,,LOT 11 BK 10 PRESTON HEIGHTS,6359.76
040029000,348900,41328914,1027,GRADY AVE,,LOT 15 JOHN WEST LOTS,7492.32
040035000,177300,41328915,607,10 1/2 ST NW,,PT LOT 19 JOHN WEST LOTS,5445
040115000,487700,41328916,502,14TH ST NW,,LOT 5 BK 10 PRESTON HEIGHTS,5140.08
040028000,225600,41328917,601,11TH ST NW,,LOTS 7-9 BK 36 PRESTON HEIGHTS,0
040042000,2836700,41328918,1000,PRESTON AVE,,PT LOTS 24-26 JOHN WEST,16030.08
040098000,114300,41328919,515,12TH ST NW,,PT LOT 1 BK 9 PRESTON HGTS,1960.2
040099000,426800,41328920,513,12TH ST NW,,LOT 2 BK 9 PRESTON HEIGHTS,3267
040102000,312300,41328921,508,13TH ST NW,,LOTS 17&18 BK 9 PRESTON HGTS,6490.44
040116000,360400,41328922,1307,GORDON AVE,,LOT 7 BK 10 PRESTON HEIGHTS,4312.44
040097000,203000,41328923,511,12TH ST NW,,LOTS 3&4 BK 9 PRESTON HGTS,6490.44
040117000,474600,41328924,500,14TH ST NW,,LOT 6 BK 10 PRESTON HEIGHTS,5052.96
040108000,377700,41328925,1305,GORDON AVE,,LOT 8 BK 10 PRESTON HEIGHTS,4312.44
040087000,273400,41328926,1108,GRADY AVE,,PT LOTS 13-16 BK 8 PRESTON HGT,6011.28
040034000,182000,41328927,605,10 1/2 ST NW,,PT LOT 18 JOHN WEST LOTS,2962.08
040107000,407300,41328928,1303,GORDON AVE,,LOT 9 BK 10 PRESTON HEIGHTS,4312.44
040103000,343100,41328929,506,13TH ST NW,,LOTS 19&20 BK 9 PRESTON HGTS,6490.44
040106000,405800,41328930,1301,GORDON AVE,,LOT 10 BK 10 PRESTON HEIGHTS,4356
040096000,472000,41328931,509,12TH ST NW,,LOTS 5&6 BK 9 PRESTON HGTS,6490.44
040086000,349200,41328932,1104,GRADY AVE,,LOT E & PT 13-16 BK 8 PRES HGT,6969.6
040033000,392600,41328933,1021,GRADY AVE,,LOT JOHN WEST LOTS,4530.24
040104000,313800,41328934,502,13TH ST NW,,LOTS 21&22 BK 9 PRESTON HGTS,6490.44
040085000,259400,41328935,423,11TH ST NW,,LOTS 1 & 2 BK 8 PRESTON HGTS,5314.32
040118000,10829800,41328936,406,14TH ST NW,,"LOTS 1-26,49,50,103,104 BK 5",172497.6
040095000,237600,41328937,507,12TH ST NW,,LOTS 7&8 BK 9 PRESTON HGTS,6490.44
040088000,248000,41328938,506,12TH ST NW,,LOTS 17&18 BK 8 PRESTON HGTS,6490.44
040043000,357100,41328939,507,10TH ST NW,,PT LOT 8 JOHN WEST LOTS,8624.88
040105000,332100,41328940,1219,GORDON AVE,,LOTS 23 & 24 BK 9 PRESTON HEIGHTS,6490.44
040084000,99700,41328941,0,11TH ST NW,,LOTS 3 & 4 BK 8 PRESTON HGTS,5401.44
040094000,259800,41328942,505,12TH ST NW,,LOTS 9&10 BK 9 PRESTON HGTS,6490.44
040073000,306100,41328943,1034,GRADY AVE,,LOT 14 1/2 JOHN WEST LOTS,7056.72
040045000,73300,41328944,503,10TH ST NW,,PT LOT 7 JOHN WEST LOTS,14810.4
040089000,312700,41328945,504,12TH ST NW,,LOTS 19 & 20 BK 8 PRESTON HGTS,6490.44
040072000,297000,41328946,1030,GRADY AVE,,LOT 14 JOHN WEST LOTS,6926.04
040083000,557700,41328947,515,11TH ST NW,,LOTS 5&6 BK 8 PRESTON HGTS,5575.68
040093000,174600,41328948,503,12TH ST NW,,LOT 11 BK 9 PRESTON HEIGHTS,0
040071000,472000,41328949,1026,GRADY AVE,,LOT 13 JOHN WEST LOTS,7840.8
040090000,176500,41328950,502,12TH ST NW,,LOTS 21&22 BK 8 PRESTON HGTS,6490.44
040092000,242500,41328951,501,12TH ST NW,,LOT 12 BK 9 PRESTON HEIGHTS,0
040070000,345400,41328952,1022,GRADY AVE,,LOT B JOHN WEST LOTS,4530.24
040082000,411800,41328953,513,11TH ST NW,,LOTS 7&8 BK 8 PRESTON HGTS,5706.36
040049000,228400,41328954,1016,GRADY AVE,,LOT 1,2439.36
040091000,317900,41328955,500,12TH ST NW,,LOTS 23&24 BK 8 PRESTON HGTS,6490.44
040048000,325200,41328956,1014,GRADY AVE,,LOT 3,3615.48
040081000,265000,41328957,405,11TH ST NW,,LOTS 9&10 BK 8 PRESTON HGTS,5837.04
040074000,263800,41328958,408,11TH ST NW,,PT LOT 11 JOHN WEST LOTS,5401.44
040134000,410500,41328959,1201,GORDON AVE,,PT LOTS 1 & 2 BK 6 PRESTON HGT,3267
040069000,50200,41328960,423,10 1/2 ST NW,,LOT A JOHN WEST LOTS,2700.72
040047000,500200,41328961,1002,GRADY AVE,,LOT 4,3746.16
040050000,163500,41328962,420,10 1/2 ST NW,,LOT 2,1306.8
040046000,375400,41328963,415,10TH ST NW,,PARCEL D JOHN WEST LOTS,8189.28
040135000,399900,41328964,1200,GORDON AVE,,PT LOTS 1 & 2 BK 6 PRESTON HGT,3267
040068000,270200,41328965,421,10 1/2 ST NW,,PT LOT 11 JOHN WEST LOTS,5445
040080000,263600,41328966,1101,GORDON AVE,,LOTS 11&12 BK 8 PRESTON HGTS,5967.72
040051000,124000,41328967,416,10 1/2 ST NW,,PT LOT 4 JOHN WEST LOTS,9060.48
040075000,287700,41328968,516,11TH ST NW,,PT LOT 10 JOHN WEST LOTS,5445
040136000,366300,41328969,417,12TH ST NW,,LOT 3 BK 6 PRESTON HEIGHTS,348.48
040143000,183300,41328970,1114,GORDON AVE,,PT LOTS 14-17 BK 7 PRESTON HGT,4094.64
040052000,256800,41328971,416,10TH ST NW,,PT LOT 4 JOHN WEST LOTS,12893.76
040067000,592300,41328972,413,10 1/2 ST NW,,PT LOT 10 JOHN WEST LOTS,5445
040076000,588400,41328973,514,11TH ST NW,,PT LOT 9 JOHN WEST LOTS,6534
040144000,398700,41328974,1112,GORDON AVE,,PT LOTS 14-17 BK 7 PRESTON HGT,0
040145000,398700,41328975,1110,GORDON AVE,,PT LOTS 14-17 BK 7 PRESTON HGT,0
040138000,418100,41328976,407,12TH ST NW,,LOTS 6&7 BK 6 PRESTON HEIGHTS,6490.44
040066000,250600,41328977,507,10 1/2 ST NW,,PT LOT 9 JOHN WEST LOTS,6577.56
040146000,224100,41328978,1100,GORDON AVE,,LOTS 1&2 BK 7 PRESTON HEIGHTS,6229.08
040054000,244800,41328979,414,10 1/2 ST NW,,LOTS A & B JOHN WEST LOTS,8232.84
040077000,224300,41328980,504,11TH ST NW,,LOT,4617.36
040142000,394000,41328981,406-410,12TH ST NW,,"LOTS 18,19&PT 17,20 BK 7 P HGT",0
040139000,264300,41328982,405,12TH ST NW,,REV LOT 8 BK 6 PRESTON HEIGHTS,43560
040053000,196300,41328983,418,10TH ST NW,,PT LOT 3 JOHN WEST LOTS,11107.8
040078000,351200,41328984,502,11TH ST NW,,LOT,4922.28
040065000,238700,41328985,504,10 1/2 ST NW,,LOT,4617.36
040147000,409000,41328986,363,11TH ST NW,,LOT 3 & PT 4 BK 7 PRESTON HGTS,5880.6
040056000,50200,41328987,412,10 1/2 ST NW,,PT LOT 2 JOHN WEST LOTS,2700.72
040139100,256300,41328988,403,12TH ST NW,,REV LOT 10 BK 6 PRESTON HEIGHTS,43560
040055000,212600,41328989,414,10TH ST NW,,PT LOT 2 JOHN WEST LOTS,0
040079000,99700,41328990,0,11TH ST NW,,LOT,7753.68
040064000,202500,41328991,502,10 1/2 ST NW,,LOT,3789.72
040148000,109900,41328992,357,11TH ST NW,,"LOTS 5,6,PT 4&7 BK 7 PRES HGTS",9408.96
040141000,178000,41328993,1,LATROBE CT,,LOT A LATROBE COURT,3223.44
040140000,256200,41328994,401,12TH ST NW,,LOTS 11-13 & PAR Y BK 6 PRESTON HEIGHT,10541.52
040057000,268200,41328995,406,10 1/2 ST NW,,LOT JOHN WEST LOTS,3484.8
040120000,17022100,41328996,409,13TH ST NW,,"LOTS 4, 51-55, 94-102",0
040141100,178000,41328997,2,LATROBE CT,,LOT B LATROBE COURT,2308.68
040122000,514100,41328998,362,14TH ST NW,,LOTS 54&55 TRADERS LAND CO,6141.96
040063000,300000,41328999,500,10 1/2 ST NW,,LOT,5924.16
040141200,179100,41329000,3,LATROBE CT,,LOT C LATROBE COURT,2570.04
040132000,1663300,41329001,0,JOHN ST,,LOTS BK 5,136909.08
040058000,226800,41329002,404,10 1/2 ST NW,,LOT JOHN WEST LOTS,3659.04
040059000,139600,41329003,403,10TH ST NW,,LOT JOHN WEST LOTS,11369.16
040149000,194200,41329004,353,11TH ST NW,,LOT 8 & PT 7&9 BK 7 PRES HGTS,6664.68
040165000,328800,41329005,430,11TH ST NW,,LOTS 15 & 16 JEFFRIES LOTS,7840.8
040123000,558800,41329006,360,14TH ST NW,,LOTS 56&57 TRADERS LAND CO,7492.32
040061000,171600,41329007,402,10 1/2 ST NW,,LOT JOHN WEST LOTS,3528.36
040141300,178000,41329008,6,LATROBE CT,,LOT D LATROBE COURT,3223.44
040141400,178100,41329009,5,LATROBE CT,,LOT E LATROBE COURT,2395.8
040062000,255900,41329010,400,10 1/2 ST NW,,PT LOT 1 JOHN WEST LOTS,3528.36
040150000,244400,41329011,351,11TH ST NW,,LOT 10 & PT 9&11 BK 7 PRES HGT,5619.24
040166000,217400,41329012,359,10 1/2 ST NW,,LOT 14 JEFFRIES LOTS,4922.28
040060000,124000,41329013,401,10TH ST NW,,PARCEL C JOHN WEST LOTS,11194.92
040141500,178100,41329014,4,LATROBE CT,,LOT F LATROBE COURT,2700.72
040125000,557600,41329015,358,14TH ST NW,,LOTS 58 & 59,7492.32
040164000,203100,41329016,354,11TH ST NW,,LOT 17 JEFFRIES LOTS,3833.28
040167000,79100,41329017,357,10 1/2 ST NW,,LOT 13 JEFFRIES LOTS,4791.6
040151000,215500,41329018,345,11TH ST NW,,"LOTS 12,13&PT 11 BK 7 PRES HGT",0
040126000,418000,41329019,354,14TH ST NW,,LOT 1,5009.4
040163000,147300,41329020,346,11TH ST NW,,LOT 18 JEFFRIES LOTS,3833.28
040168000,132800,41329021,353,10 1/2 ST NW,,LOT 12 JEFFRIES LOTS,4704.48
040152000,1002500,41329022,341,11TH ST NW,,LOTS 12-16,26528.04
040128000,422300,41329023,1311,JOHN ST,,LOT 2,4486.68
040127000,443200,41329024,350,14TH ST NW,,LOT 6,5009.4
040162000,150400,41329025,342,11TH ST NW,,LOT 19 JEFFRIES LOTS,3833.28
040169000,343900,41329026,349,10 1/2 ST NW,,LOT 11 JEFFRIES LOTS,4660.92
040129000,403200,41329027,1309,JOHN ST,,LOT 3 & PT LOT 4,5009.4
040161000,290700,41329028,340,11TH ST NW,,LOT 20 JEFFRIES LOTS,4007.52
040170000,277500,41329029,345,10 1/2 ST NW,,LOT 10 JEFFRIES LOTS,4617.36
040131000,498400,41329030,1305,JOHN ST,,LOT 5,5488.56
040160000,338000,41329031,338,11TH ST NW,,LOT 21 JEFFRIES LOTS,4007.52
040210000,463100,41329032,353,10TH ST NW,,PT LOT 2 JEFFRIES LOTS,0
040171000,428300,41329033,343,10 1/2 ST NW,,LOT 9 JEFFRIES LOTS,4660.92
040159000,542800,41329034,336,11TH ST NW,,LOT 22 JEFFRIES LOTS,4007.52
040172000,178300,41329035,341,10 1/2 ST NW,,LOT 8 JEFFRIES LOTS,4530.24
040158000,269900,41329036,334,11TH ST NW,,LOT 23 JEFFRIES LOTS,4007.52
040173000,288200,41329037,339,10 1/2 ST NW,,LOT 7 JEFFRIES LOTS,4181.76
040157000,178900,41329038,332,11TH ST NW,,LOT 24 JEFFRIES LOTS,4007.52
040153000,0,41329039,0,11TH ST NW,,"LOTS 9,10 & 11",26528.04
040174000,186700,41329040,337,10 1/2 ST NW,,LOT 6 JEFFRIES LOTS,4094.64
040156000,462900,41329041,324,11TH ST NW,,LOT 25 JEFFRIES LOTS,4007.52
040175000,189300,41329042,331,10 1/2 ST NW,,LOT 5 JEFFRIES LOTS,4268.88
040176000,79100,41329043,327,10 1/2 ST NW,,LOT 4 JEFFRIES LOTS,4225.32
040245000,6461300,41329044,1114,JOHN ST,,LOT A,0
040177000,225700,41329045,325,10 1/2 ST NW,,LOT 3 JEFFRIES LOTS,3571.92
040154000,220700,41329046,308,11TH ST NW,,PT LOT 33 JEFFRIES LOTS,5967.72
040271100,469700,41329047,1119,PAGE ST,,LOT,3615.48
040178000,258500,41329048,323,10 1/2 ST NW,,LOT 2 JEFFRIES LOTS,3528.36
040291000,8630200,41329049,302-304,14TH ST NW,,"LOTS 2,3,5 1\2,PT 1,5&PARCELS",0
040179000,195500,41329050,319,10 1/2 ST NW,,PT LOT 33 JEFFRIES LOTS,7579.44
040180100,164700,41329051,306,11TH ST NW,,LOT B JEFFRIES LOTS,4443.12
040180000,296300,41329052,313-315,10 1/2 ST NW,,LOT C JEFFRIES LOTS,0
040181000,210500,41329053,304,11TH ST NW,,LOT A JEFFRIES LOTS,3876.84
040182000,180000,41329054,307,10 1/2 ST NW,,PT LOT 35 JEFFRIES LOTS,3179.88
040183000,146600,41329055,305,10 1/2 ST NW,,LOT JEFFRIES LOTS,3136.32
040245100,8759400,41329056,1207-11,WERTLAND ST,,PARCEL 245.1 & PARCEL A,0
040302000,18560300,41329057,218,14TH ST NW,,PARCELS 1&2,0
040314000,7659900,41329058,1021,WERTLAND ST,,LOT,0
040298000,564900,41329059,208,14TH ST NW,,LOT 11 MCKENNIE'S,6969.6
040303000,481900,41329060,1301,WERTLAND ST,,LOT A,0
040301000,878700,41329061,1311,WERTLAND ST,,PT LOT 13 MCKENNIE'S,2831.4
060001101,8265600,41329062,0,ARLINGTON BLVD,,LOT C-3 GEORGETOWN,0
060001900,8929200,41329063,2401,ARLINGTON BLVD,,PT LOT C-4,3615480
060001700,2194800,41329064,2400-02,ARLINGTON BLVD,,LOT C-1 GEORGETOWN,0
060001600,5273300,41329065,2102-06,ARLINGTON BLVD,,LOTS 2 & 3 GEORGETOWN,1306800
060001500,4225900,41329066,1982,ARLINGTON BLVD,,LOT 1 & PARCEL Y GEORGETOWN,522720
060003100,4200,41329067,0,FENDALL TER,,RESERVE STRIP BK 6 RUGBY,3049.2
060001400,1623600,41329068,1980,ARLINGTON BLVD,,LOT 2B GEORGETOWN,0
060001300,2244700,41329069,1936,ARLINGTON BLVD,,LOT 2A-1 GEORGETOWN,27181.44
060001200,2393800,41329070,1932,ARLINGTON BLVD,,LOT 2A-2 GEORGETOWN,27878.4
060002000,5785600,41329071,0,EMMET ST N,,4.456 ACRES MASSIE PROPERTY,190313.64
060001100,1732900,41329072,1928,ARLINGTON BLVD,,PARCEL X GEORGETOWN,14374.8
060001B00,3620800,41329073,1924,ARLINGTON BLVD,,LOT 1-B,38594.16
060001000,4337700,41329074,1900,ARLINGTON BLVD,,LOT 1A,43560
080001000,63778100,41329075,101,EMMET ST N,,LOT (128.82 ACRES),1473199.2
060003000,1547300,41329076,817,FENDALL TER,,"LOTS 10,11 & 12 BK 6 RUGBY",27573.48
060004000,856400,41329077,813,FENDALL TER,,LOT 9 & PT 8 BK 6 RUGBY,15376.68
060001C00,1568800,41329078,801,EMMET ST N,,LOT 1C,26440.92
060023000,1082600,41329079,811,FENDALL TER,,"LOTS 6,7 & PT 8 BK 6 RUGBY",25439.04
060005000,1469600,41329080,1872,WINSTON RD,,LOTS 14 & 15 BK 4 RUGBY,14984.64
060006000,1139600,41329081,1866,WINSTON RD,,LOT 16 & PT 17 BK 4 RUGBY,11282.04
060007000,762400,41329082,1864,WINSTON RD,,LOT 18 & PT 17 BK 4 RUGBY,11238.48
060022000,956000,41329083,810,FENDALL TER,,LOT A BK 4 RUGBY,10628.64
060008000,959400,41329084,1860,WINSTON RD,,LOT 19 & PT 20&21 BK 4 RUGBY,14461.92
060021000,857000,41329085,1865,FENDALL AVE,,LOT B BK 4 RUGBY,11848.32
060024000,1084100,41329086,803,FENDALL TER,,LOTS 2-3 & PT 1 BK 6 RUGBY,23391.72
060020000,746900,41329087,1863,FENDALL AVE,,LOT 4 & PT 5 BK 4 RUGBY,11238.48
060009000,550900,41329088,1856,WINSTON RD,,LOT A BK 4 RUGBY,7579.44
060019000,1042400,41329089,1859,FENDALL AVE,,LOT 6 & PT 5 & 7 BK 4 RUGBY,12371.04
060010000,1613300,41329090,1852,WINSTON RD,,LOT B BK 4 RUGBY,12109.68
060042000,1200400,41329091,1868,EDGEWOOD LN,,LOT 1 & PT 1 BK 6 EDGEWOOD LA,45171.72
060025000,1010700,41329092,1912,FENDALL AVE,,"LOTS 17,18,PARCEL X BK3 RUGBY",14810.4
060026000,1572700,41329093,1907,FENDALL AVE,,LOTS 15 & 16 BK 3 RUGBY,14984.64
060012000,771500,41329094,1844,WINSTON RD,,"LOTS 27,28 & PT 26 BK 4 RUGBY",18730.8
060018100,1068400,41329095,1849,FENDALL AVE,,LOTS 10 & 11 BK 4 RUGBY,14984.64
060027000,1698900,41329096,1905,FENDALL AVE,,LOT 14 & PT 13 & STR BK 3 RUGB,11499.84
060043000,1008600,41329097,1879,WAYSIDE PL,,LOT,20952.36
060028000,795800,41329098,1902,FENDALL AVE,,"LOT 12,PT 11&13 BK 3 RUGBY",15115.32
060017000,990100,41329099,1845,FENDALL AVE,,LOTS 12 & 13 BK 4 RUGBY,14984.64
060013000,913100,41329100,1840,WINSTON RD,,PT LOTS 29 & 30 BK 4 RUGBY,11064.24
060073000,12498700,41329101,83-136,UNIVERSITY GARDENS,,LOTS 8-11 & STRIP,0
060014000,894400,41329102,809,WINSTON TER,,LOT 31 & PT 30 BK 4 RUGBY,13155.12
060044000,953000,41329103,1864,EDGEWOOD LN,,LOT 2 & PT 3 EDGEWOOD LANE,13416.48
060029000,960100,41329104,1850,FENDALL AVE,,LOT 10 & PT 11 BK 3 RUGBY,14461.92
060016000,701100,41329105,1841,FENDALL AVE,,LOTS 35 & 36 BK 4 RUGBY,14984.64
060045000,1101100,41329106,1862,EDGEWOOD LN,,PT LOT 3 EDGEWOOD LANE,13503.6
060015000,909800,41329107,1837,FENDALL AVE,,LOTS 33 & 34 BK 4 RUGBY,16988.4
060030000,1002900,41329108,1848,FENDALL AVE,,LOTS 8 & 9 BK 3 RUGBY,16988.4
060040000,679600,41329109,1900,EDGEWOOD LN,,LOT 22 BK 3 EDGEWOOD LANE,9801
060044100,1178800,41329110,1875,WAYSIDE PL,,LOT,11412.72
050001000,668000,41329111,808,WINSTON TER,,LOT X BK 2 RUGBY,10454.4
060046000,1030900,41329112,1856,EDGEWOOD LN,,LOT 4 & PT 5 EDGEWOOD LANE,19471.32
060031000,913500,41329113,1844,FENDALL AVE,,LOT 7 & PT 6 BK 3 RUGBY,12763.08
060015100,823600,41329114,1833,FENDALL AVE,,LOT 32 BK 4 RUGBY,11238.48
060060000,1020900,41329115,1874,WAYSIDE PL,,LOT C & LOT WAYSIDE PLACE,19035.72
050002000,900200,41329116,1828,WINSTON RD,,"LOTS Y,D,PARCEL W BK 2 RUGBY",15942.96
060032000,1000900,41329117,1840,FENDALL AVE,,LOT 5 & PT 6 BK 3 RUGBY,12850.2
060059000,835500,41329118,1871,WAYSIDE PL,,LOT 16 WAYSIDE PLACE,12545.28
050003000,825700,41329119,1824,WINSTON RD,,"LOT C,PT 8,STRIP BK 2 RUGBY",18077.4
050021000,876600,41329120,1827,FENDALL AVE,,LOT B RUGBY,13155.12
060033000,1033200,41329121,1838,FENDALL AVE,,LOTS 3 & 4 BK 3 RUGBY,16988.4
060039000,954300,41329122,1847,EDGEWOOD LN,,LOT 21 EDGEWOOD LANE,9931.68
060047000,1012300,41329123,1852,EDGEWOOD LN,,LOTS 5A & 6B EDGEWOOD LANE,15638.04
060058000,957300,41329124,1863,WAYSIDE PL,,LOT 14 WAYSIDE PLACE,12501.72
060034000,1053900,41329125,1834,FENDALL AVE,,LOTS 1 & 2 BK 3 RUGBY,17511.12
050004000,245600,41329126,0,WINSTON RD,,PT LOT 7 & PAR X BK 2 RUGBY,13285.8
060061000,1003000,41329127,1870,WAYSIDE PL,,LOT 45 WAYSIDE PLACE,12109.68
060038000,1596400,41329128,1843,EDGEWOOD LN,,LOT 20 BK 3 EDGEWOOD LANE,10628.64
050020000,231100,41329129,0,FENDALL AVE,,LOT A RUGBY,10280.16
050005000,1396900,41329130,1818,WINSTON RD,,"LOT 6,PT LOT 5&7 BK 2 RUGBY",13285.8
060057000,1132600,41329131,1859,WAYSIDE PL,,LOT 12 & PT 10 WAYSIDE PLACE,13547.16
060072000,110800,41329132,0,UNIVERSITY CIR,,LOT 45 UNIVERSITY PLACE,49353.48
050019000,437100,41329133,1820,RUGBY PL,,LOT 6 RUGBY,17946.72
050022100,951100,41329134,1830,FENDALL AVE,,LOTS 4 & 5 RUGBY,16814.16
060037000,1380600,41329135,1839,EDGEWOOD LN,,LOT 19 BK 3 EDGEWOOD LANE,11412.72
060062000,1026500,41329136,1864,WAYSIDE PL,,LOT 15 WAYSIDE PLACE,11499.84
050006000,1154100,41329137,1816,WINSTON RD,,LOT 4 & PT 5 BK 2 RUGBY,23391.72
050022000,732400,41329138,1826,FENDALL AVE,,LOT 3 RUGBY,8668.44
060048000,1059500,41329139,1844,EDGEWOOD LN,,LOTS 6A & 7A EDGEWOOD LANE,16596.36
060056000,1282600,41329140,1851,WAYSIDE PL,,PT LOTS 8 & 10 SEC 6,19209.96
060036000,1346200,41329141,1872,EDGEWOOD LN,,LOT 18 EDGEWOOD LANE,12109.68
050018000,1206500,41329142,1817,FENDALL AVE,,LOTS 5 & 6 RUGBY,31450.32
050023000,1356800,41329143,1820,FENDALL AVE,,"LOTS 1,2 & TRI LOT",16683.48
060063000,1698800,41329144,1852,WAYSIDE PL,,LOTS A & B WAYSIDE PLACE,30056.4
050147000,1571800,41329145,924,RUGBY RD,,LOT 1,19994.04
050009000,646200,41329146,1810,WINSTON RD,,LOT 3 BK 2 RUGBY,12371.04
060049000,886900,41329147,1840,EDGEWOOD LN,,LOT 8 EDGEWOOD LANE,12893.76
050007000,634600,41329148,1815,RUGBY PL,,LOT 7 RUGBY PLACE,7230.96
060035000,1268900,41329149,1827,EDGEWOOD LN,,LOT 17 BK 3 EDGEWOOD LANE,12806.64
070001900,636900,41329150,0,IVY RD,,"LOTS 4,5,6&7 UNIV SHOP CEN",9278.28
050010000,706200,41329151,1808,WINSTON RD,,LOT 2 BK 2 RUGBY,12545.28
050147100,1891700,41329152,922,RUGBY RD,,LOT 1A,15986.52
050007100,708200,41329153,1809,RUGBY PL,,LOT 8 RUGBY PLACE,7971.48
050024000,852700,41329154,1825,EDGEWOOD LN,,LOT 16 EDGEWOOD LANE,13590.72
060055000,1064700,41329155,1845,WAYSIDE PL,,PT LOT 8 WAYSIDE PLACE,11499.84
060050000,978000,41329156,1873,EDGEWOOD LN,,LOT 9 EDGEWOOD LANE,13982.76
050146000,1352700,41329157,918,RUGBY RD,,LOT,21823.56
050011000,1211400,41329158,809,RUGBY RD,,LOT 1 BK 2 RUGBY,18469.44
050025000,735200,41329159,1816,FENDALL AVE,,LOT,12066.12
050008000,799600,41329160,1807,RUGBY PL,,LOT 9 RUGBY,8015.04
060071000,1057000,41329161,21,UNIVERSITY CIR,,LOT 27 UNIVERSITY PLACE,0
060070000,1335600,41329162,1841,UNIVERSITY CIR,,LOT 28 UNIVERSITY PLACE,28618.92
060074100,761000,41329163,0,EMMET ST N,,60 FT FRONT,15855.84
050024100,1143100,41329164,1823,EDGEWOOD LN,,LOT 15 EDGEWOOD LANE,14461.92
050145000,1203900,41329165,914,RUGBY RD,,"PT LOTS 2,3,8&9 BK 19 PRES HGT",21257.28
060051000,1004200,41329166,1853,EDGEWOOD LN,,LOT 10 EDGEWOOD LANE,14505.48
060076000,891400,41329167,26,UNIVERSITY CIR,,LOT 26 UNIVERSITY PLACE,25177.68
060054000,1021000,41329168,1841,WAYSIDE PL,,LOT 6 WAYSIDE PLACE,11499.84
050016000,598700,41329169,1808,RUGBY PL,,LOT 3 RUGBY PLACE,7840.8
050148500,689000,41329170,106,STEWART CIR,,LOT 6A STEWART CIRCLE,17206.2
070001800,273600,41329171,8,IVY RD,,LOT 8 UNIV SHOPPING CENTER,2700.72
070001700,192500,41329172,9,IVY RD,,LOT 9 UNIV SHOPPING CEN,2787.84
070001600,437400,41329173,10-11,IVY RD,,LOTS 10 & 11 UNIV SHOP CEN,5837.04
060064000,1649700,41329174,1832,WAYSIDE PL,,LOT 7 & PT 9 WAYSIDE PLACE,23958
050144000,789800,41329175,910,RUGBY RD,,LOT,11282.04
070001500,218700,41329176,12,IVY RD,,LOT 12,3092.76
070001400,486000,41329177,13,IVY RD,,LOT 13 & A1 UNIV SHOPPING CTR,6534
060074000,2693700,41329178,400,EMMET ST N,,PT 1.553 ACRES,67692.24
070001300,5717900,41329179,2123-25,IVY RD,,LOTS A2 & B COPELEY,58196.16
050032000,1154000,41329180,1822,EDGEWOOD LN,,LOT 11 EDGEWOOD LANE,16160.76
050148400,476900,41329181,109,STEWART CIR,,LOT 5A STEWART CIRCLE,5619.24
050014000,780600,41329182,1806,RUGBY PL,,LOT 3A & PT 2 RUGBY PLACE,6141.96
050142000,1168600,41329183,900,RUGBY RD,,LOT A BK 19,17816.04
060053000,828200,41329184,1829,WAYSIDE PL,,LOT 4 WAYSIDE PLACE,11499.84
050026000,937100,41329185,1821,EDGEWOOD LN,,LOT 3 EDGEWOOD LANE,9104.04
050013000,706300,41329186,807,RUGBY RD,,LOT 1 & PT 2 RUGBY PLACE,9888.12
070001101,18892600,41329187,2132,IVY RD,,21.02 ACRES & PARCEL Z-1,915631.2
050031000,2569100,41329188,1820,EDGEWOOD LN,,LOTS 12 & 12A,24262.92
060069000,2623400,41329189,1835,UNIVERSITY CIR,,LOTS 29 & 30 UNIVERSITY PLACE,28618.92
050148600,480400,41329190,104,STEWART CIR,,LOT 7 STEWART CIRCLE,8015.04
050137000,1221500,41329191,810,RUGBY RD,,"LOTS 1,2,7 & 8 BK 18",28009.08
060052000,850500,41329192,1827,WAYSIDE PL,,LOT 2 WAYSIDE PLACE,11020.68
070001000,3223200,41329193,2121,IVY RD,,LOT,62813.52
050027000,1422700,41329194,1810,EDGEWOOD LN,,1/4 ACRES EDGEWOOD LANE,9234.72
050143000,518700,41329195,905,TUNLAW PL,,LOT C BK 19 PRESTON HGTS,6751.8
060065000,1131300,41329196,1828,WAYSIDE PL,,LOT 5 WAYSIDE PLACE,11499.84
050136000,754600,41329197,804,RUGBY RD,,"LOTS 9,10&STR BK 18 PRES HG",13285.8
050030000,1122800,41329198,1819,EDGEWOOD LN,,LOT B EDGEWOOD LANE,31145.4
050148300,471000,41329199,107,STEWART CIR,,LOT 4 STEWART CIRCLE,7405.2
050148700,424100,41329200,102,STEWART CIR,,LOT 8 STEWART CIRCLE,7623
050142100,880400,41329201,1701,ROSSER AVE W,,LOT B,9801
