RecordID_Int,Acreage,GPIN,IsActive,Legal,ParcelNumber,StreetNumber,StreetName,StateCode,TaxDist,TaxType,Unit,Zone
8555,0.374,1787,1,"LOTS 19,20,PT.18,21 BK J SEC 1 RUGBY HILLS",380089000,1637,OXFORD RD,1.0 Residential (Urban),,Taxable,,R-1
8556,0.386,1777,1,"LOTS 4,17&PT 18 BK J RUGBY",380090000,1641,OXFORD RD,1.0 Residential (Urban),,Taxable,,R-1
8557,0.364,1767,1,"LOTS 2,3 & STRIP",380091000,1647,OXFORD RD,1.0 Residential (Urban),,Taxable,,R-1
8558,3.86,1649,1,3.86 ACRES,380092000,1314,RUGBY RD,1.0 Residential (Urban),,Taxable,,R-1H
8559,0.316,1762,1,LOT 4,380093000,1649,OXFORD RD,1.0 Residential (Urban),,Taxable,,R-1
8560,0.312,1746,1,LOT 3 RUGBY HILLS,380094000,1651,OXFORD RD,3.0 Multi-Family,,Taxable,,R-1
8561,0.341,1738,1,LOT 2 MEADOWBROOK HILLS,380095000,1657,OXFORD RD,1.0 Residential (Urban),,Taxable,,R-1
8562,0.513,1729,1,PT LOT 1,380096000,1306,RUGBY RD,1.0 Residential (Urban),,Taxable,,R-1
8563,2.25,1784,1,2.250 ACRES,380097000,1214,RUGBY RD,1.0 Residential (Urban),,Taxable,,R-1
8564,0.348,1830,1,PT LOTS 5-7 MEADOWBROOK HILLS,380098000,1644,OXFORD RD,1.0 Residential (Urban),,Taxable,,R-1
8565,0.193,1842,1,LOT 25 & PT 24 BK H RUGBY HILL,380101000,1640,OXFORD RD,1.0 Residential (Urban),,Taxable,,R-1
8566,0,1848,1,LOT 23 & PT 24 BK H RUGBY HILL,380102000,1636-38,OXFORD RD,3.0 Multi-Family,,Taxable,,R-1
8567,0,1858,1,LOT B BK H SEC 1 RUGBY HILLS,380103000,1632-34,OXFORD RD,3.0 Multi-Family,,Taxable,,R-1
8568,0.242,1867,1,LOT A BK H SEC 1 RUGBY HILLS,380104000,1630,OXFORD RD,1.0 Residential (Urban),,Taxable,,R-1
8569,0.32,1877,1,LOTS 18 & 19 BK H RUGBY HILLS,380105000,1628,OXFORD RD,1.0 Residential (Urban),,Taxable,,R-1
8570,0.238,1889,1,LOT 17 & PT 16 BK H RUGBY HILL,380106000,1626,OXFORD RD,1.0 Residential (Urban),,Taxable,,R-1
8571,0.23,1898,1,LOT 15 & PT 16 BK H RUGBY HILL,380107000,1622,OXFORD RD,1.0 Residential (Urban),,Taxable,,R-1
8572,0.213,1907,1,LOT 14 & PT 13 BK H RUGBY HILL,380108000,1620,OXFORD RD,1.0 Residential (Urban),,Taxable,,R-1
8573,0.194,1915,1,LOT 12 & PT 13 BK H RUGBY HILL,380109000,1618,OXFORD RD,1.0 Residential (Urban),,Taxable,,R-1
8574,0.217,1926,1,LOT A BK H SEC 1 RUGBY HILLS,380110000,1616,OXFORD RD,1.0 Residential (Urban),,Taxable,,R-1
8575,0.365,1935,1,LOT B&D BK H SEC 1 RUGBY HILLS,380111000,1614,OXFORD RD,1.0 Residential (Urban),,Taxable,,R-1
8576,0.167,1982,1,LOT C BK H RUGBY HILLS,380111100,1617,MASON LN,1.0 Residential (Urban),,Taxable,,R-1
8577,0.4,1953,1,"LOTS 6,7&PT 8 BK H RUGBY HILLS",380113000,1608,OXFORD RD,1.0 Residential (Urban),01,Taxable,,R-1
8578,0.391,1965,1,"LOTS 4,5&PT 3 BK H RUGBY HILLS",380114000,1604,OXFORD RD,1.0 Residential (Urban),01,Taxable,,R-1
8579,0.361,1981,1,"LOTS 1,2&PT 3 SEC 1 RUGBY HILL",380115000,1600,OXFORD RD,1.0 Residential (Urban),,Taxable,,R-1
8580,0.308,2061,1,LOT 16 RUGBY WOODS,380116000,1115,WELLFORD ST,1.0 Residential (Urban),,Taxable,,R-1
8581,0.317,2106,1,LOT 17 RUGBY WOODS,380117000,1111,WELLFORD ST,1.0 Residential (Urban),,Taxable,,R-1
8582,0.317,2157,1,LOT 18 RUGBY WOODS,380118000,1107,WELLFORD ST,1.0 Residential (Urban),,Taxable,,R-1
8583,0.341,2156,1,LOT 19A RUGBY WOODS,380119000,1104,HERNDON RD,1.0 Residential (Urban),,Taxable,,R-1
8584,0.298,2126,1,LOT 19B RUGBY WOODS,380120000,1106,HERNDON RD,1.0 Residential (Urban),,Taxable,,R-1
8585,0.283,2079,1,LOT 20A RUGBY WOODS,380121000,1108,HERNDON RD,1.0 Residential (Urban),,Taxable,,R-1
8586,0.369,2044,1,LOT 20-B RUGBY WOODS,380122000,1110,HERNDON RD,1.0 Residential (Urban),,Taxable,,R-1
8587,0.14,1979,1,LOT 11 RUGBY WOODS,380123000,1619,MASON LN,1.0 Residential (Urban),,Taxable,,R-1
8588,0.132,1977,1,LOT 12,380124000,1623,MASON LN,1.0 Residential (Urban),,Taxable,,R-1
8589,0.118,1970,1,LOT 13,380125000,1625,MASON LN,1.0 Residential (Urban),,Taxable,,R-1
8590,0.127,1962,1,LOT 14,380126000,1627,MASON LN,1.0 Residential (Urban),,Taxable,,R-1
8591,0.142,1957,1,LOT 15,380127000,1629,MASON LN,1.0 Residential (Urban),,Taxable,,R-1
8592,0.156,1943,1,LOT 16,380128000,1631,MASON LN,1.0 Residential (Urban),,Taxable,,R-1
8593,0.194,1928,1,LOT 17,380129000,1633,MASON LN,1.0 Residential (Urban),,Taxable,,R-1
8594,0.212,1922,1,LOT 18 SEC 1,380130000,1635,MASON LN,1.0 Residential (Urban),,Taxable,,R-1
8595,0.203,1914,1,LOT 19,380131000,1637,MASON LN,1.0 Residential (Urban),,Taxable,,R-1
8596,0.629,1840,1,LOTS,380132000,1643,MASON LN,1.0 Residential (Urban),,Taxable,,R-1
8597,0.985,1875,1,LOTS 1 & 2 BK B,380133000,1715,MASON LN,1.0 Residential (Urban),,Taxable,,R-1
8598,2.079,1825,1,LOT,380134000,1719,MASON LN,1.0 Residential (Urban),,Taxable,,R-1H
8599,0.331,1963,1,LOTS 1 & 3 ROCKRIB PARK,380135000,1112,RUGBY RD,1.0 Residential (Urban),,Taxable,,R-1
8600,0.331,2005,1,LOT 2 ROCKRIB PARK,380136000,1110,RUGBY RD,1.0 Residential (Urban),,Taxable,,R-1
8601,0.463,1975,1,LOTS 4-6 & 3A ROCKRIB PARK,380137000,1714,MASON LN,1.0 Residential (Urban),,Taxable,,R-1
8602,0.53,1980,1,LOTS 7-11 ROCKRIB PARK,380138000,1710,MASON LN,1.0 Residential (Urban),,Taxable,,R-1
8603,0.276,1989,1,"LOTS 12,13 & PT 14 ROCKRIB PK",380139000,1706,MASON LN,1.0 Residential (Urban),,Taxable,,R-1
8604,0.276,1995,1,"LOTS 15,16 & PT 14 ROCKRIB PK",380140000,1704,MASON LN,1.0 Residential (Urban),,Taxable,,R-1
8605,0.157,1997,1,LOT B ROCKRIB PARK,380141000,1111,STONEFIELD LN,1.0 Residential (Urban),,Taxable,,R-1
8606,0.215,2043,1,LOT A ROCKRIB PARK,380142000,1109,STONEFIELD LN,1.0 Residential (Urban),,Taxable,,R-1
8607,0.19,2066,1,LOT 3 RUGBY WOODS,380143000,1108,STONEFIELD LN,1.0 Residential (Urban),,Taxable,,R-1
8608,0.191,2009,1,LOT A RUGBY WOODS,380144000,1640,MASON LN,1.0 Residential (Urban),,Taxable,,R-1
8609,0.154,2015,1,LOT B RUGBY WOODS,380145000,1636,MASON LN,1.0 Residential (Urban),,Taxable,,R-1
8610,0.449,2019,1,"LOTS C,D & PT 26 RUGBY WOODS",380147000,1111,PARKER PL,3.0 Multi-Family,,Taxable,,R-1
8611,0.345,2088,1,PT LOT 26 RUGBY WOODS,380148000,1107,PARKER PL,1.0 Residential (Urban),01,Taxable,,R-1
8612,0.239,2090,1,LOT 23A RUGBY WOODS,380149000,1108,PARKER PL,1.0 Residential (Urban),,Taxable,,R-1
8613,0.252,2121,1,LOT 23B RUGBY WOODS,380149100,1106,PARKER PL,1.0 Residential (Urban),,Taxable,,R-1
8614,0.172,2032,1,LOT E RUGBY WOODS,380150000,1628,MASON LN,1.0 Residential (Urban),,Taxable,,R-1
8615,0.154,2036,1,LOT F RUGBY WOODS,380151000,1626,MASON LN,1.0 Residential (Urban),,Taxable,,R-1
8616,0.154,2040,1,LOT G RUGBY WOODS,380152000,1624,MASON LN,1.0 Residential (Urban),,Taxable,,R-1
8617,0.323,2050,1,LOT H RUGBY WOODS,380153000,1622,MASON LN,1.0 Residential (Urban),,Taxable,,R-1
8618,0.305,2053,1,LOT I RUGBY WOODS,380154000,1620,MASON LN,1.0 Residential (Urban),,Taxable,,R-1
8619,0.103,2063,1,LOT J RUGBY WOODS,380155000,1618,MASON LN,1.0 Residential (Urban),01,Taxable,,R-1
8620,0.199,2113,1,LOT K RUGBY WOODS,380156000,1107,HERNDON RD,3.0 Multi-Family,,Taxable,,R-1
8621,0.82,1324,1,PT LOT 54 MEADOWBROOK HILLS,390001000,2006,MEADOWBROOK RD,1.0 Residential (Urban),,Taxable,,R-1
8622,0.997,1375,1,PT LOT 54 MEADOWBROOK HILLS,390002000,1935,BLUE RIDGE RD,1.0 Residential (Urban),,Taxable,,R-1
8623,1.052,1359,1,LOTS MEADOWBROOK,390002100,1939,BLUE RIDGE RD,1.0 Residential (Urban),,Taxable,,R-1
8624,0.604,1351,1,LOT A MEADOWBROOK HILLS,390002200,1920,MEADOWBROOK RD,1.0 Residential (Urban),,Taxable,,R-1
8625,0.526,1367,1,LOT B MEADOWBROOK HILLS,390002300,0,MEADOWBROOK RD,1.0 Residential (Urban),,Taxable,,R-1
8626,0.979,1389,1,"LOTS C, D & PAR X MEADOWBROOK HILLS",390002400,1934,BLUE RIDGE RD,1.0 Residential (Urban),,Taxable,,R-1
8627,0.93,1441,1,LOT B MEADOWBROOK HILLS,390003000,1929,BLUE RIDGE RD,1.0 Residential (Urban),,Taxable,,R-1
8628,0,1409,1,LOT C SEC 4 MEADOWBROOK HILLS,390003100,1933,BLUE RIDGE RD,1.0 Residential (Urban),,Taxable,,R-1
8629,1.016,1453,1,LOT A MEADOWBROOK HILLS,390004000,1925,BLUE RIDGE RD,1.0 Residential (Urban),,Taxable,,R-1
8630,0.71,1510,1,LOT 51A MEADOWBROOK HILLS,390005000,1919,BLUE RIDGE RD,1.0 Residential (Urban),,Taxable,,R-1
8631,0.59,1488,1,LOT 51C MEADOWBROOK HILLS,390005200,1923,BLUE RIDGE RD,1.0 Residential (Urban),,Taxable,,R-1
8632,1.675,1542,1,LOTS 50A&50B MEADOWBROOK HILLS,390006000,1203,HILLTOP RD,1.0 Residential (Urban),,Taxable,,R-1
8633,0.56,1507,1,LOT 49A MEADOWBROOK HILLS,390007000,1319,HILLTOP RD,1.0 Residential (Urban),,Taxable,,R-1
8634,0.635,1518,1,LOT 49B MEADOWBROOK HILLS,390007100,1317,HILLTOP RD,1.0 Residential (Urban),,Taxable,,R-1
8635,1.11,1456,1,LOT 48 MEADOWBROOK HILLS,390008000,1331,HILLTOP RD,3.0 Multi-Family,,Taxable,,R-1
8636,0.739,1439,1,PT LOT 47 MEADOWBROOK HILLS,390009000,1335,HILLTOP RD,1.0 Residential (Urban),,Taxable,,R-1
8637,0.685,1416,1,PT LOT 47 MEADOWBROOK HILLS,390010000,1339,HILLTOP RD,3.0 Multi-Family,,Taxable,,R-1
8638,1.465,1394,1,LOT 46A MEADOWBROOK HILLS,390011000,1345,HILLTOP RD,1.0 Residential (Urban),,Taxable,,R-1
8639,0.69,1377,1,LOT 46B MEADOWBROOK HILLS,390011100,1924,MEADOWBROOK RD,3.0 Multi-Family,,Taxable,,R-1
8640,0.37,1443,1,PT LOT 15 MEADOWBROOK HILLS,390012000,1340,HILLTOP RD,1.0 Residential (Urban),,Taxable,,R-1
8641,0.377,1458,1,PT LOT 15 MEADOWBROOK HILLS,390013000,1336,HILLTOP RD,1.0 Residential (Urban),,Taxable,,R-1
8642,0.399,1474,1,LOTS 11A&11B MEADOWBROOK HILLS,390014000,1409,RUGBY RD,1.0 Residential (Urban),,Taxable,,R-1
8643,0.362,1457,1,PT LOT 11C MEADOWBROOK HILLS,390014100,1411,RUGBY RD,1.0 Residential (Urban),,Taxable,,R-1
8644,0.706,1499,1,PT LOTS 10&11 MEADOWBROOK HILL,390015000,1401,RUGBY RD,1.0 Residential (Urban),,Taxable,,R-1
8645,0.526,1522,1,PT LOT 10 MEADOWBROOK HILLS,390015100,1335,RUGBY RD,1.0 Residential (Urban),,Taxable,,R-1
8646,0.369,1478,1,PT LOT 16 MEADOWBROOK HILLS,390016000,1330,HILLTOP RD,1.0 Residential (Urban),,Taxable,,R-1
8647,0.386,1497,1,PT LOT 16 MEADOWBROOK HILLS,390017000,1324,HILLTOP RD,1.0 Residential (Urban),,Taxable,,R-1
8648,0.44,1515,1,LOT 17B MEADOWBROOK HILLS,390018000,1326,HILLTOP RD,3.0 Multi-Family,,Taxable,,R-1
8649,0.506,1539,1,PT LOT 9 MEADOWBROOK HILLS,390019000,1329,RUGBY RD,1.0 Residential (Urban),,Taxable,,R-1
8650,0.572,1564,1,PT LOT 9 MEADOWBROOK HILLS,390020000,1327,RUGBY RD,1.0 Residential (Urban),,Taxable,,R-1
8651,0.39,1543,1,LOT 17A MEADOWBROOK HILLS,390020100,1320,HILLTOP RD,1.0 Residential (Urban),,Taxable,,R-1
8652,0.421,1560,1,LOT 18A MEADOWBROOK HILLS,390021000,1313,HILLTOP RD,1.0 Residential (Urban),,Taxable,,R-1
8653,1.159,1586,1,LOT 8 MEADOWBROOK HILLS,390022000,1325,RUGBY RD,1.0 Residential (Urban),,Taxable,,R-1
8654,0.743,1625,1,LOT 7B SEC 6 MEADOWBROOK HILLS,390023000,1315,RUGBY RD,1.0 Residential (Urban),,Taxable,,R-1
8655,0.36,1595,1,LOT 19B MEADOWBROOK HILLS,390023100,1308,HILLTOP RD,1.0 Residential (Urban),,Taxable,,R-1
8656,0.39,1579,1,LOT 18B MEADOWBROOK HILLS,390023200,1312,HILLTOP RD,1.0 Residential (Urban),,Taxable,,R-1
8657,0.466,1662,1,PT LOT A MEADOWBROOK HILLS,390024000,1309,RUGBY RD,1.0 Residential (Urban),,Taxable,,R-1
8658,0.623,1614,1,LOT 1 & PAR D MEADOWBROOK HILL,390025000,1803,BLUE RIDGE RD,1.0 Residential (Urban),,Taxable,,R-1
8659,0.148,1648,1,PARCEL E MEADOWBROOK HILLS,390025100,0,BLUE RIDGE RD,1.0 Residential (Urban),,Taxable,,R-1
8660,1.58,1646,1,LOT 4 & PT 5 MEADOWBROOK HILLS,390026000,1124,HILLTOP RD,1.0 Residential (Urban),,Taxable,,R-1
8661,0.586,1679,1,PT LOT 3 MEADOWBROOK HILLS,390027000,1221,RUGBY RD,1.0 Residential (Urban),,Taxable,,R-1
8662,0.646,1701,1,LOT C SEC 3 MEADOWBROOK HILLS,390028000,1215,RUGBY RD,3.0 Multi-Family,,Taxable,,R-1
8663,0.662,1727,1,LOT B MEADOWBROOK HILLS,390029000,1211,RUGBY RD,3.0 Multi-Family,,Taxable,,R-1
8664,0.848,1690,1,PT LOTS 5&6 MEADOWBROOK HILLS,390031000,1108,HILLTOP RD,1.0 Residential (Urban),,Taxable,,R-1
8665,1.311,1761,1,LOT A & D MEADOWBROOK HILLS,390034000,1205,RUGBY RD,3.0 Multi-Family,,Taxable,,R-1
8666,0.331,1765,1,LOT 6C MEADOWBROOK HILLS,390035000,1811,BARRACKS RD,1.0 Residential (Urban),,Taxable,,R-1
8667,0.467,1725,1,LOT A-2 & PARCEL X MEADOWBROOK,390036000,1104,HILLTOP RD,1.0 Residential (Urban),,Taxable,,R-1
8668,0.53,1744,1,LOT A-1 MEADOWBROOK HILLS,390037000,1100,HILLTOP RD,3.0 Multi-Family,,Taxable,,R-1
8669,1.36,1636,1,LOT 62 MEADOWBROOK HILLS,390038000,1204,BLUE RIDGE RD,1.0 Residential (Urban),01,Taxable,,R-1
8670,0.862,1697,1,LOT 61B MEADOWBROOK HILLS,390038100,1101,HILLTOP RD,1.0 Residential (Urban),,Taxable,,R-1
8671,0.913,1655,1,PT LOT 61 MEADOWBROOK HILLS,390039000,1105,HILLTOP RD,1.0 Residential (Urban),,Taxable,,R-1
8672,0.98,1591,1,LOT 63-A MEADOWBROOK HILLS,390040000,1208,BLUE RIDGE RD,1.0 Residential (Urban),,Taxable,,R-1
8673,0.821,1569,1,LOT 64A MEADOWBROOK HILLS,390041000,1010,BLUE RIDGE RD,1.0 Residential (Urban),,Taxable,,R-1
8674,0.9,1549,1,LOTS 64B & PT 65 MEADOWBROOK,390042000,1306,BLUE RIDGE RD,1.0 Residential (Urban),,Taxable,,R-1
8675,1.893,1602,1,LOTS 60 & 60A MEADOWBROOK HILL,390043000,1109,HILLTOP RD,1.0 Residential (Urban),,Taxable,,R-1
8676,0.818,1610,1,LOT 1 MEADOWBROOK HILLS,390044000,1115,HILLTOP RD,3.0 Multi-Family,,Taxable,,R-1
8677,1.42,1576,1,LOT A MEADOWBROOK HILLS,390045000,1902,BLUE RIDGE RD,1.0 Residential (Urban),,Taxable,,R-1
8678,0.455,1548,1,LOT B MEADOWBROOK HILLS,390046000,1912,BLUE RIDGE RD,1.0 Residential (Urban),,Taxable,,R-1
8679,1.11,1516,1,PT LOT 58 MEADOWBROOK HILLS,390047000,1916,BLUE RIDGE RD,1.0 Residential (Urban),,Taxable,,R-1
8680,1.273,1477,1,PT LOT 65 MEADOWBROOK HILLS,390048000,1310,BLUE RIDGE RD,1.0 Residential (Urban),,Taxable,,R-1
8681,1.15,1450,1,LOT 66A MEADOWBROOK HILLS,390049000,1400,BLUE RIDGE RD,1.0 Residential (Urban),,Taxable,,R-1
8682,0.638,1438,1,LOT 66B MEADOWBROOK HILLS,390050000,1404,BLUE RIDGE RD,1.0 Residential (Urban),,Taxable,,R-1
8683,1.394,1462,1,LOT 57 MEADOWBROOK HILLS,390051000,1920,BLUE RIDGE RD,1.0 Residential (Urban),,Taxable,,R-1
8684,0.86,1423,1,LOT 56A MEADOWBROOK HILLS,390052000,1932,BLUE RIDGE RD,3.0 Multi-Family,,Taxable,,R-1
8685,0.734,1412,1,LOT 56B MEADOWBROOK HILLS,390052100,0,BLUE RIDGE RD,1.0 Residential (Urban),,Taxable,,R-1
8686,0.758,1399,1,LOT 55A MEADOWBROOK HILLS,390053000,1940,BLUE RIDGE RD,1.0 Residential (Urban),,Taxable,,R-1
8687,0.93,1388,1,LOT 55B MEADOWBROOK HILLS,390053100,0,BLUE RIDGE RD,1.0 Residential (Urban),,Taxable,,R-1
8688,0,1090,1,"TRACTS A,B,C,D THOS JEFF INN",400001100,1202,EMMET ST N,7.1 Exempt Federal,,Exempt,,URB
8689,0.39,1150,1,LOT 4 MEADOW CREEK,400001200,1401,EMMET ST N,4.0 Commercial & Industrial,,Taxable,,URB
8690,0.3,1127,1,PT LOT 3B MILLMONT DEV,400001300,1403,EMMET ST N,4.0 Commercial & Industrial,,Taxable,,URB
8691,0.81,1079,1,PT LOT 2 & LOT MILLMONT DEV,400001400,1417,EMMET ST N,4.0 Commercial & Industrial,,Taxable,,URB
8692,0.531,1293,1,LOT 5 WOOD & WOOD,400002000,1250,EMMET ST N,4.0 Commercial & Industrial,,Taxable,,URB
8693,0.84,1386,1,LOT 1 WOOD ESTATE,400002100,1200,EMMET ST N,4.0 Commercial & Industrial,,Taxable,,URB
8694,0.382,1370,1,LOT 2 WOOD ESTATE,400002200,1230,EMMET ST N,4.0 Commercial & Industrial,,Taxable,,URB
8695,0.292,1364,1,LOT 3A WOOD & WOOD,400002300,0,EMMET ST N,4.0 Commercial & Industrial,,Taxable,,URB
8696,0.309,1354,1,LOT 3B WOOD & WOOD,400002400,1232,EMMET ST N,4.0 Commercial & Industrial,,Taxable,,URB
8697,0.77,1266,1,LOT 6 & PARCEL X,400002500,1248,EMMET ST N,4.0 Commercial & Industrial,,Taxable,,URB
8698,0.643,1323,1,LOT 4,400002600,1252,EMMET ST N,4.0 Commercial & Industrial,,Taxable,,URB
8699,1.131,1201,1,LOTS 7 & 8,400002700,1254,EMMET ST N,4.0 Commercial & Industrial,,Taxable,,URB
8700,0.596,1217,1,PT LOT 1,400003000,0,MEADOWBROOK RD,7.3 Exempt Local,,Exempt,,MLTP
8701,1.623,1161,1,"LOTS A,E & X",400004000,1,MORTON DR,4.0 Commercial & Industrial,,Taxable,,URB
8702,2.15,1128,1,LOT B-1,400004B00,2000,MORTON DR,4.0 Commercial & Industrial,,Taxable,,URB
8703,0.761,1178,1,LOT C-1,400004C00,2006-A,MORTON DR,4.0 Commercial & Industrial,,Taxable,,URB
8704,1.003,1106,1,LOTS D & X,400004D00,1418,EMMET ST N,4.0 Commercial & Industrial,,Taxable,,URB
8705,0.719,1181,1,LOTS F & G,400004F00,1300,EMMET ST N,4.0 Commercial & Industrial,,Taxable,,URB
8706,1.245,1275,1,PT LOT 68 MEADOWBROOK HILLS,400005000,2011,PINE TOP RD,1.0 Residential (Urban),,Taxable,,R-1
8707,0.312,1276,1,LOT 68A MEADOWBROOK HILLS,400005100,2014,MEADOWBROOK RD,1.0 Residential (Urban),,Taxable,,R-1
8708,1.324,1311,1,LOT 67A SE 4 MEADOWBROOK HILLS,400006000,2005,PINE TOP RD,1.0 Residential (Urban),,Taxable,,R-1
8709,0.708,1289,1,LOT 67B MEADOWBROOK HILLS,400006100,2010,MEADOWBROOK RD,1.0 Residential (Urban),01,Taxable,,R-1
8710,1.09,1343,1,LOT 69B SEC 2 MEADOWBROOK HILL,400007000,2006,PINE TOP RD,1.0 Residential (Urban),,Taxable,,R-1
8711,0.57,17208,1,LOT 69A SEC 2 MEADOWBROOK HILL,400007100,0,PINE TOP RD,1.0 Residential (Urban),,Taxable,,R-1
8712,0.5,17209,1,LOT 69C SEC 2 MEADOWBROOK HILL,400007200,1421,BLUE RIDGE RD,1.0 Residential (Urban),,Taxable,,R-1
8713,0.59,1291,1,LOT 70-B MEADOWBROOK HILLS,400008000,2012,PINE TOP RD,1.0 Residential (Urban),,Taxable,,R-1
8714,0.512,1340,1,LOT 70-A MEADOWBROOK HILLS,400008100,2010,PINE TOP RD,1.0 Residential (Urban),,Taxable,,R-1
8715,0.506,1278,1,LOT 70-C MEADOWBROOK HILLS,400008200,2013,PINE TOP RD,1.0 Residential (Urban),,Taxable,,R-1
8716,0.56,1274,1,LOT B SEC 2 MEADOWBROOK HILLS,400009000,1412,MEADOWBROOK RD,1.0 Residential (Urban),,Taxable,,R-1
8717,0.477,17626,1,LOT A MEADOWBROOK HILLS,400009001,0,SPOTTSWOOD RD,1.0 Residential (Urban),,Taxable,,R-1
8718,0.498,1329,1,RESIDUE LOT 72B MEADOWBROOK HILLS,400009100,2025,SPOTTSWOOD RD,1.0 Residential (Urban),,Taxable,,R-1
8719,0.878,1294,1,LOT 72C SE 2 MEADOWBROOK HILLS,400009200,1404,MEADOWBROOK RD,1.0 Residential (Urban),,Taxable,,R-1
8720,0.41,1269,1,LOT A SEC 2 MEADOWBROOK HILLS,400009300,1408,MEADOWBROOK RD,1.0 Residential (Urban),,Taxable,,R-1
8721,1.31,1341,1,LOTS 72A&73A MEADOWBROOK HILLS,400010000,2021,SPOTTSWOOD RD,1.0 Residential (Urban),,Taxable,,R-1
8722,0.718,1372,1,LOT 73B MEADOWBROOK HILLS,400011000,2015,SPOTTSWOOD RD,3.0 Multi-Family,,Taxable,,R-1
8723,0.725,1385,1,PT LOT 74 MEADOWBROOK HILLS,400012000,2011,SPOTTSWOOD RD,1.0 Residential (Urban),,Taxable,,R-1
8724,0.896,1404,1,LOT B SEC 2 MEADOWBROOK HILLS,400013000,2003,SPOTTSWOOD RD,1.0 Residential (Urban),,Taxable,,R-1
8725,0.804,1396,1,LOT A SEC 2 MEADOWBROOK HILLS,400013100,1415,BLUE RIDGE RD,1.0 Residential (Urban),,Taxable,,R-1
8726,1.04,1428,1,LOT 75A SE 1 MEADOWBROOK HILLS,400014000,2002,SPOTTSWOOD RD,1.0 Residential (Urban),,Taxable,,R-1
8727,0.955,1406,1,LOT 75B SE 1 MEADOWBROOK HILLS,400015000,2010,SPOTTSWOOD RD,3.0 Multi-Family,,Taxable,,R-1
8728,0.91,1395,1,LOT 76B MEADOWBROOK HILLS,400016000,2016,SPOTTSWOOD RD,3.0 Multi-Family,,Taxable,,R-1
8729,0.9404,1381,1,REVISED LOT 76A MEADOWBROOK HILLS,400017000,2020,SPOTTSWOOD RD,1.0 Residential (Urban),,Taxable,,R-1
8730,0.831,1373,1,PT LOT 77 & PAR X MEADOWBROOK HILLS,400018000,2024,SPOTTSWOOD RD,3.0 Multi-Family,,Taxable,,R-1
8731,1.4,1310,1,LOT 87&PT 77 MEADOWBROOK HILLS,400019000,2030,SPOTTSWOOD RD,1.0 Residential (Urban),,Taxable,,R-1
8732,0.99,13931,1,LOT A MEADOWBROOK HILLS,400020000,2033,HESSIAN RD,1.0 Residential (Urban),,Taxable,,R-1
8733,0.53,13930,1,LOT B,400020A00,2090,MEADOWBROOK RD,1.0 Residential (Urban),,Taxable,,R-1
8734,0.59,1408,1,LOT 80A SE 1 MEADOWBROOK HILLS,400021000,2031,HESSIAN RD,1.0 Residential (Urban),,Taxable,,R-1
8735,0.592,1417,1,LOT 80B MEADOWBROOK HILLS,400022000,2029,HESSIAN RD,1.0 Residential (Urban),,Taxable,,R-1
8736,0.512,1436,1,LOT 81B MEADOWBROOK HILLS,400023000,2007,HESSIAN RD,1.0 Residential (Urban),01,Taxable,,R-1
8737,0.725,1451,1,LOT 81A MEADOWBROOK HILLS,400024000,2005,HESSIAN RD,1.0 Residential (Urban),01,Taxable,,R-1
8738,0.806,1480,1,LOT 82B MEADOWBROOK HILLS,400025000,2003,HESSIAN RD,1.0 Residential (Urban),,Taxable,,R-1
8739,0.887,1496,1,LOT 82A MEADOWBROOK HILLS,400026000,2001,HESSIAN RD,3.0 Multi-Family,,Taxable,,R-1
8740,0.561,1559,1,LOT 83A MEADOWBROOK HILLS,400027000,2000,HESSIAN RD,1.0 Residential (Urban),,Taxable,,R-1
8741,0.71,1538,1,LOT 83B & PAR B-1 MEADOWBROOK,400028000,2006,HESSIAN RD,1.0 Residential (Urban),,Taxable,,R-1
8742,1.017,1599,1,LOT 84A & PAR B-2 MEADOWBROOK,400029000,1201,BLUE RIDGE RD,1.0 Residential (Urban),,Taxable,,R-1
8743,0.759,1521,1,PT LOT 85 MEADOWBROOK HILLS,400030000,2010,HESSIAN RD,1.0 Residential (Urban),,Taxable,,R-1
8744,0.813,1498,1,PT LOT 85 MEADOWBROOK HILLS,400031000,2014,HESSIAN RD,1.0 Residential (Urban),,Taxable,,R-1
8745,0.868,1471,1,LOT 86B SE 1 MEADOWBROOK HILLS,400032000,2018,HESSIAN RD,3.0 Multi-Family,,Taxable,,R-1
8746,0.51,1445,1,LOT 86A MEADOWBROOK HILLS,400033000,2022,HESSIAN RD,1.0 Residential (Urban),,Taxable,,R-1
8747,0.807,1411,1,LOT 78 SEC 1 MEADOWBROOK HILLS,400034000,2035,HESSIAN RD,1.0 Residential (Urban),,Taxable,,R-1
8748,0.574,599,1,PARCEL 1,40A001000,1906-08,EMMET ST N,4.0 Commercial & Industrial,,Taxable,,HW
8749,0.28,653,1,PARCEL B,40A001100,1804,HYDRAULIC RD,4.0 Commercial & Industrial,,Taxable,,HW
8750,9.37,651,1,PARCEL A (9.375 ACRES),40A002000,1904,EMMET ST N,4.0 Commercial & Industrial,,Taxable,,HW
8751,10.086,781,1,10.086 ACRES,40A003000,1719,HYDRAULIC RD,8.0 State Corporation Commission,,Taxable,,HW
8752,0.89,791,1,LOTS 2 & 3A-2 MEADOW CREEK,40A004000,1706,EMMET ST N,4.0 Commercial & Industrial,,Taxable,,HW
